country,partner_country,year,import_value_usd,import_weight_tonnes
Belgium,Croatia,2014,4,0.001
Belgium,Croatia,2015,4,0.001
Belgium,Croatia,2016,4,0.001
Belgium,Croatia,2017,4,0.001
Belgium,Croatia,2018,4,0.001
Belgium,Croatia,2019,4,0.001
Belgium,Croatia,2020,4,0.001
Belgium,Croatia,2021,4,0.001
Belgium,Croatia,2022,4,0.001
Belgium,Croatia,2023,4,0.001
Belgium,Croatia,2024,4,0.001
Belgium,France,2000,0,0.0
Belgium,France,2001,0,0.0
Belgium,France,2002,0,0.0
Belgium,France,2003,0,0.0
Belgium,France,2004,0,0.0
Belgium,France,2005,0,0.0
Belgium,France,2006,0,0.0
Belgium,France,2007,0,0.0
Belgium,France,2008,0,0.0
Belgium,France,2009,0,0.0
Belgium,France,2010,4,0.001
Belgium,France,2011,4,0.001
Belgium,France,2013,4,0.001
Belgium,France,2014,4,0.001
Belgium,France,2015,4,0.001
Belgium,France,2016,4,0.001
Belgium,France,2017,4,0.001
Belgium,France,2018,4,0.001
Belgium,France,2019,4,0.001
Belgium,France,2020,4,0.001
Belgium,France,2021,4,0.001
Belgium,France,2022,4,0.001
Belgium,France,2023,4,0.001
Belgium,France,2024,4,0.001
Belgium,Germany,2000,0,0.0
Belgium,Germany,2001,0,0.0
Belgium,Germany,2002,0,0.0
Belgium,Germany,2003,0,0.0
Belgium,Germany,2004,0,0.0
Belgium,Germany,2005,0,0.0
Belgium,Germany,2006,0,0.0
Belgium,Germany,2007,0,0.0
Belgium,Germany,2008,0,0.0
Belgium,Germany,2009,0,0.0
Belgium,Germany,2010,4,0.001
Belgium,Germany,2011,4,0.001
Belgium,Germany,2013,4,0.001
Belgium,Germany,2014,4,0.001
Belgium,Germany,2015,4,0.001
Belgium,Germany,2016,4,0.001
Belgium,Germany,2017,4,0.001
Belgium,Germany,2018,4,0.001
Belgium,Germany,2019,4,0.001
Belgium,Germany,2020,4,0.001
Belgium,Germany,2021,4,0.001
Belgium,Germany,2022,4,0.001
Belgium,Germany,2023,4,0.001
Belgium,Germany,2024,4,0.001
Belgium,India,2000,0,0.0
Belgium,India,2001,0,0.0
Belgium,India,2002,0,0.0
Belgium,India,2003,0,0.0
Belgium,India,2004,0,0.0
Belgium,India,2005,0,0.0
Belgium,India,2006,0,0.0
Belgium,India,2007,0,0.0
Belgium,India,2008,0,0.0
Belgium,India,2009,0,0.0
Belgium,India,2010,4,0.001
Belgium,India,2011,4,0.001
Belgium,India,2013,4,0.001
Belgium,India,2014,4,0.001
Belgium,India,2015,4,0.001
Belgium,India,2016,4,0.001
Belgium,India,2017,4,0.001
Belgium,India,2018,4,0.001
Belgium,India,2019,4,0.001
Belgium,India,2020,4,0.001
Belgium,India,2021,4,0.001
Belgium,India,2022,4,0.001
Belgium,India,2023,4,0.001
Belgium,India,2024,4,0.001
Belgium,Iran,2000,0,0.0
Belgium,Iran,2001,0,0.0
Belgium,Iran,2002,0,0.0
Belgium,Iran,2003,0,0.0
Belgium,Iran,2004,0,0.0
Belgium,Iran,2005,0,0.0
Belgium,Iran,2006,0,0.0
Belgium,Iran,2007,0,0.0
Belgium,Iran,2008,0,0.0
Belgium,Iran,2009,0,0.0
Belgium,Iran,2010,4,0.001
Belgium,Iran,2011,4,0.001
Belgium,Iran,2013,4,0.001
Belgium,Iran,2014,4,0.001
Belgium,Iran,2015,4,0.001
Belgium,Iran,2016,4,0.001
Belgium,Iran,2017,4,0.001
Belgium,Iran,2018,4,0.001
Belgium,Iran,2019,0,0.0
Belgium,Iran,2020,0,0.0
Belgium,Iran,2021,0,0.0
Belgium,Iran,2022,4,0.001
Belgium,Iran,2023,4,0.001
Belgium,Iran,2024,0,0.0
Belgium,Iraq,2000,0,0.0
Belgium,Iraq,2002,0,0.0
Belgium,Iraq,2003,0,0.0
Belgium,Iraq,2004,0,0.0
Belgium,Iraq,2005,0,0.0
Belgium,Iraq,2006,0,0.0
Belgium,Iraq,2007,0,0.0
Belgium,Iraq,2008,0,0.0
Belgium,Iraq,2009,0,0.0
Belgium,Iraq,2010,4,0.001
Belgium,Iraq,2011,4,0.001
Belgium,Iraq,2013,4,0.001
Belgium,Iraq,2014,4,0.001
Belgium,Iraq,2015,4,0.001
Belgium,Iraq,2016,4,0.001
Belgium,Iraq,2017,0,0.0
Belgium,Iraq,2018,0,0.0
Belgium,Iraq,2019,0,0.0
Belgium,Iraq,2020,0,0.0
Belgium,Iraq,2021,0,0.0
Belgium,Iraq,2022,4,0.001
Belgium,Iraq,2023,0,0.0
Belgium,Iraq,2024,0,0.0
Belgium,Israel,2000,0,0.0
Belgium,Israel,2001,0,0.0
Belgium,Israel,2002,0,0.0
Belgium,Israel,2003,0,0.0
Belgium,Israel,2004,0,0.0
Belgium,Israel,2005,0,0.0
Belgium,Israel,2006,0,0.0
Belgium,Israel,2007,0,0.0
Belgium,Israel,2008,0,0.0
Belgium,Israel,2009,0,0.0
Belgium,Israel,2010,4,0.001
Belgium,Israel,2011,4,0.001
Belgium,Israel,2013,4,0.001
Belgium,Israel,2014,4,0.001
Belgium,Israel,2015,4,0.001
Belgium,Israel,2016,4,0.001
Belgium,Israel,2017,4,0.001
Belgium,Israel,2018,4,0.001
Belgium,Israel,2019,4,0.001
Belgium,Israel,2020,4,0.001
Belgium,Israel,2021,4,0.001
Belgium,Israel,2022,4,0.001
Belgium,Israel,2023,4,0.001
Belgium,Israel,2024,4,0.001
Belgium,Italy,2000,0,0.0
Belgium,Italy,2001,0,0.0
Belgium,Italy,2002,0,0.0
Belgium,Italy,2003,0,0.0
Belgium,Italy,2004,0,0.0
Belgium,Italy,2005,0,0.0
Belgium,Italy,2006,0,0.0
Belgium,Italy,2007,0,0.0
Belgium,Italy,2008,0,0.0
Belgium,Italy,2009,0,0.0
Belgium,Italy,2010,4,0.001
Belgium,Italy,2011,4,0.001
Belgium,Italy,2013,4,0.001
Belgium,Italy,2014,4,0.001
Belgium,Italy,2015,4,0.001
Belgium,Italy,2016,4,0.001
Belgium,Italy,2017,4,0.001
Belgium,Italy,2018,4,0.001
Belgium,Italy,2019,4,0.001
Belgium,Italy,2020,4,0.001
Belgium,Italy,2021,4,0.001
Belgium,Italy,2022,4,0.001
Belgium,Italy,2023,4,0.001
Belgium,Italy,2024,4,0.001
Belgium,Japan,2000,0,0.0
Belgium,Japan,2001,0,0.0
Belgium,Japan,2002,0,0.0
Belgium,Japan,2003,0,0.0
Belgium,Japan,2004,0,0.0
Belgium,Japan,2005,0,0.0
Belgium,Japan,2006,0,0.0
Belgium,Japan,2007,0,0.0
Belgium,Japan,2008,0,0.0
Belgium,Japan,2009,0,0.0
Belgium,Japan,2010,4,0.001
Belgium,Japan,2011,4,0.001
Belgium,Japan,2013,4,0.001
Belgium,Japan,2014,4,0.001
Belgium,Japan,2015,4,0.001
Belgium,Japan,2016,4,0.001
Belgium,Japan,2017,4,0.001
Belgium,Japan,2018,4,0.001
Belgium,Japan,2019,4,0.001
Belgium,Japan,2020,4,0.001
Belgium,Japan,2021,4,0.001
Belgium,Japan,2022,4,0.001
Belgium,Japan,2023,4,0.001
Belgium,Japan,2024,4,0.001
Belgium,Pakistan,2000,0,0.0
Belgium,Pakistan,2001,0,0.0
Belgium,Pakistan,2002,0,0.0
Belgium,Pakistan,2003,0,0.0
Belgium,Pakistan,2004,0,0.0
Belgium,Pakistan,2005,0,0.0
Belgium,Pakistan,2006,0,0.0
Belgium,Pakistan,2007,0,0.0
Belgium,Pakistan,2008,0,0.0
Belgium,Pakistan,2009,0,0.0
Belgium,Pakistan,2010,4,0.001
Belgium,Pakistan,2011,4,0.001
Belgium,Pakistan,2013,4,0.001
Belgium,Pakistan,2014,4,0.001
Belgium,Pakistan,2015,4,0.001
Belgium,Pakistan,2016,4,0.001
Belgium,Pakistan,2017,4,0.001
Belgium,Pakistan,2018,4,0.001
Belgium,Pakistan,2019,4,0.001
Belgium,Pakistan,2020,0,0.0
Belgium,Pakistan,2021,4,0.001
Belgium,Pakistan,2022,4,0.001
Belgium,Pakistan,2023,4,0.001
Belgium,Pakistan,2024,4,0.001
Belgium,Portugal,2000,0,0.0
Belgium,Portugal,2001,0,0.0
Belgium,Portugal,2002,0,0.0
Belgium,Portugal,2003,0,0.0
Belgium,Portugal,2004,0,0.0
Belgium,Portugal,2005,0,0.0
Belgium,Portugal,2006,0,0.0
Belgium,Portugal,2007,0,0.0
Belgium,Portugal,2008,0,0.0
Belgium,Portugal,2009,0,0.0
Belgium,Portugal,2010,4,0.001
Belgium,Portugal,2011,4,0.001
Belgium,Portugal,2013,4,0.001
Belgium,Portugal,2014,4,0.001
Belgium,Portugal,2015,4,0.001
Belgium,Portugal,2016,4,0.001
Belgium,Portugal,2017,4,0.001
Belgium,Portugal,2018,4,0.001
Belgium,Portugal,2019,4,0.001
Belgium,Portugal,2020,4,0.001
Belgium,Portugal,2021,4,0.001
Belgium,Portugal,2022,4,0.001
Belgium,Portugal,2023,4,0.001
Belgium,Portugal,2024,4,0.001
Belgium,Russia,2000,0,0.0
Belgium,Russia,2001,0,0.0
Belgium,Russia,2002,0,0.0
Belgium,Russia,2003,0,0.0
Belgium,Russia,2004,0,0.0
Belgium,Russia,2005,0,0.0
Belgium,Russia,2006,0,0.0
Belgium,Russia,2007,0,0.0
Belgium,Russia,2008,0,0.0
Belgium,Russia,2009,0,0.0
Belgium,Russia,2010,4,0.001
Belgium,Russia,2011,4,0.001
Belgium,Russia,2013,4,0.001
Belgium,Russia,2014,4,0.001
Belgium,Russia,2015,4,0.001
Belgium,Russia,2016,4,0.001
Belgium,Russia,2017,4,0.001
Belgium,Russia,2018,4,0.001
Belgium,Russia,2019,4,0.001
Belgium,Russia,2020,4,0.001
Belgium,Russia,2021,4,0.001
Belgium,Russia,2022,4,0.001
Belgium,Russia,2023,4,0.001
Belgium,Russia,2024,0,0.0
Belgium,Saudi Arabia,2000,0,0.0
Belgium,Saudi Arabia,2001,0,0.0
Belgium,Saudi Arabia,2002,0,0.0
Belgium,Saudi Arabia,2003,0,0.0
Belgium,Saudi Arabia,2004,0,0.0
Belgium,Saudi Arabia,2005,0,0.0
Belgium,Saudi Arabia,2006,0,0.0
Belgium,Saudi Arabia,2007,0,0.0
Belgium,Saudi Arabia,2008,0,0.0
Belgium,Saudi Arabia,2009,0,0.0
Belgium,Saudi Arabia,2010,4,0.001
Belgium,Saudi Arabia,2011,4,0.001
Belgium,Saudi Arabia,2013,4,0.001
Belgium,Saudi Arabia,2014,4,0.001
Belgium,Saudi Arabia,2015,4,0.001
Belgium,Saudi Arabia,2016,4,0.001
Belgium,Saudi Arabia,2017,4,0.001
Belgium,Saudi Arabia,2018,4,0.001
Belgium,Saudi Arabia,2019,4,0.001
Belgium,Saudi Arabia,2020,4,0.001
Belgium,Saudi Arabia,2021,4,0.001
Belgium,Saudi Arabia,2022,4,0.001
Belgium,Saudi Arabia,2023,4,0.001
Belgium,Saudi Arabia,2024,4,0.001
Belgium,Spain,2000,0,0.0
Belgium,Spain,2001,0,0.0
Belgium,Spain,2002,0,0.0
Belgium,Spain,2003,0,0.0
Belgium,Spain,2004,0,0.0
Belgium,Spain,2005,0,0.0
Belgium,Spain,2006,0,0.0
Belgium,Spain,2007,0,0.0
Belgium,Spain,2008,0,0.0
Belgium,Spain,2009,0,0.0
Belgium,Spain,2010,4,0.001
Belgium,Spain,2011,4,0.001
Belgium,Spain,2013,4,0.001
Belgium,Spain,2014,4,0.001
Belgium,Spain,2015,4,0.001
Belgium,Spain,2016,4,0.001
Belgium,Spain,2017,4,0.001
Belgium,Spain,2018,4,0.001
Belgium,Spain,2019,4,0.001
Belgium,Spain,2020,4,0.001
Belgium,Spain,2021,4,0.001
Belgium,Spain,2022,4,0.001
Belgium,Spain,2023,4,0.001
Belgium,Spain,2024,4,0.001
Belgium,Sri Lanka,2000,0,0.0
Belgium,Sri Lanka,2001,0,0.0
Belgium,Sri Lanka,2002,0,0.0
Belgium,Sri Lanka,2003,0,0.0
Belgium,Sri Lanka,2004,0,0.0
Belgium,Sri Lanka,2005,0,0.0
Belgium,Sri Lanka,2006,0,0.0
Belgium,Sri Lanka,2007,0,0.0
Belgium,Sri Lanka,2008,0,0.0
Belgium,Sri Lanka,2009,0,0.0
Belgium,Sri Lanka,2010,4,0.001
Belgium,Sri Lanka,2011,4,0.001
Belgium,Sri Lanka,2013,4,0.001
Belgium,Sri Lanka,2014,4,0.001
Belgium,Sri Lanka,2015,4,0.001
Belgium,Sri Lanka,2016,4,0.001
Belgium,Sri Lanka,2017,4,0.001
Belgium,Sri Lanka,2018,4,0.001
Belgium,Sri Lanka,2019,4,0.001
Belgium,Sri Lanka,2020,0,0.0
Belgium,Sri Lanka,2021,4,0.001
Belgium,Sri Lanka,2022,4,0.001
Belgium,Sri Lanka,2023,4,0.001
Belgium,Sri Lanka,2024,4,0.001
Belgium,Sweden,2000,0,0.0
Belgium,Sweden,2001,0,0.0
Belgium,Sweden,2002,0,0.0
Belgium,Sweden,2003,0,0.0
Belgium,Sweden,2004,0,0.0
Belgium,Sweden,2005,0,0.0
Belgium,Sweden,2006,0,0.0
Belgium,Sweden,2007,0,0.0
Belgium,Sweden,2008,0,0.0
Belgium,Sweden,2009,0,0.0
Belgium,Sweden,2010,4,0.001
Belgium,Sweden,2011,4,0.001
Belgium,Sweden,2013,4,0.001
Belgium,Sweden,2014,4,0.001
Belgium,Sweden,2015,4,0.001
Belgium,Sweden,2016,4,0.001
Belgium,Sweden,2017,4,0.001
Belgium,Sweden,2018,4,0.001
Belgium,Sweden,2019,4,0.001
Belgium,Sweden,2020,4,0.001
Belgium,Sweden,2021,4,0.001
Belgium,Sweden,2022,4,0.001
Belgium,Sweden,2023,4,0.001
Belgium,Sweden,2024,4,0.001
Belgium,UK,2000,0,0.0
Belgium,UK,2001,0,0.0
Belgium,UK,2002,0,0.0
Belgium,UK,2003,0,0.0
Belgium,UK,2004,0,0.0
Belgium,UK,2005,0,0.0
Belgium,UK,2006,0,0.0
Belgium,UK,2007,0,0.0
Belgium,UK,2008,0,0.0
Belgium,UK,2009,0,0.0
Belgium,UK,2010,4,0.001
Belgium,UK,2011,4,0.001
Belgium,UK,2013,4,0.001
Belgium,UK,2014,4,0.001
Belgium,UK,2015,4,0.001
Belgium,UK,2016,4,0.001
Belgium,UK,2017,4,0.001
Belgium,UK,2018,4,0.001
Belgium,UK,2019,4,0.001
Belgium,UK,2020,4,0.001
Belgium,UK,2021,4,0.001
Belgium,UK,2022,4,0.001
Belgium,UK,2023,4,0.001
Belgium,UK,2024,4,0.001
Belgium,USA,2000,0,0.0
Belgium,USA,2001,0,0.0
Belgium,USA,2002,0,0.0
Belgium,USA,2003,0,0.0
Belgium,USA,2004,0,0.0
Belgium,USA,2005,0,0.0
Belgium,USA,2006,0,0.0
Belgium,USA,2007,0,0.0
Belgium,USA,2008,0,0.0
Belgium,USA,2009,0,0.0
Belgium,USA,2010,4,0.001
Belgium,USA,2011,4,0.001
Belgium,USA,2013,4,0.001
Belgium,USA,2014,4,0.001
Belgium,USA,2015,4,0.001
Belgium,USA,2016,4,0.001
Belgium,USA,2017,4,0.001
Belgium,USA,2018,4,0.001
Belgium,USA,2019,4,0.001
Belgium,USA,2020,4,0.001
Belgium,USA,2021,4,0.001
Belgium,USA,2022,4,0.001
Belgium,USA,2023,4,0.001
Belgium,USA,2024,4,0.001
Canada,Afghanistan,2000,0,0.0
Canada,Afghanistan,2001,0,0.0
Canada,Afghanistan,2002,0,0.0
Canada,Afghanistan,2003,0,0.0
Canada,Afghanistan,2004,0,0.0
Canada,Afghanistan,2005,0,0.0
Canada,Afghanistan,2006,0,0.0
Canada,Afghanistan,2007,0,0.0
Canada,Afghanistan,2008,0,0.0
Canada,Afghanistan,2009,0,0.0
Canada,Afghanistan,2010,0,0.0
Canada,Afghanistan,2011,0,0.0
Canada,Afghanistan,2013,0,0.0
Canada,Afghanistan,2014,0,0.0
Canada,Afghanistan,2015,0,0.0
Canada,Afghanistan,2016,0,0.0
Canada,Afghanistan,2017,0,0.0
Canada,Afghanistan,2018,0,0.0
Canada,Afghanistan,2019,4,0.001
Canada,Afghanistan,2020,4,0.001
Canada,Afghanistan,2021,4,0.001
Canada,Afghanistan,2022,0,0.0
Canada,Afghanistan,2023,0,0.0
Canada,Afghanistan,2024,0,0.0
Canada,Argentina,2000,0,0.0
Canada,Argentina,2001,0,0.0
Canada,Argentina,2002,0,0.0
Canada,Argentina,2003,0,0.0
Canada,Argentina,2004,0,0.0
Canada,Argentina,2005,0,0.0
Canada,Argentina,2006,0,0.0
Canada,Argentina,2007,0,0.0
Canada,Argentina,2008,0,0.0
Canada,Argentina,2009,0,0.0
Canada,Argentina,2010,0,0.0
Canada,Argentina,2011,0,0.0
Canada,Argentina,2013,0,0.0
Canada,Argentina,2014,0,0.0
Canada,Argentina,2015,0,0.0
Canada,Argentina,2016,0,0.0
Canada,Argentina,2017,0,0.0
Canada,Argentina,2018,4,0.001
Canada,Argentina,2019,4,0.001
Canada,Argentina,2020,4,0.001
Canada,Argentina,2021,4,0.001
Canada,Argentina,2022,0,0.0
Canada,Argentina,2023,0,0.0
Canada,Argentina,2024,0,0.0
Canada,Australia,2000,0,0.0
Canada,Australia,2001,0,0.0
Canada,Australia,2002,0,0.0
Canada,Australia,2003,0,0.0
Canada,Australia,2004,0,0.0
Canada,Australia,2005,0,0.0
Canada,Australia,2006,0,0.0
Canada,Australia,2007,0,0.0
Canada,Australia,2008,0,0.0
Canada,Australia,2009,0,0.0
Canada,Australia,2010,0,0.0
Canada,Australia,2011,0,0.0
Canada,Australia,2013,0,0.0
Canada,Australia,2014,0,0.0
Canada,Australia,2015,0,0.0
Canada,Australia,2016,0,0.0
Canada,Australia,2017,0,0.0
Canada,Australia,2018,0,0.0
Canada,Australia,2019,4,0.001
Canada,Australia,2020,4,0.001
Canada,Australia,2021,4,0.001
Canada,Australia,2022,0,0.0
Canada,Australia,2023,0,0.0
Canada,Australia,2024,0,0.0
Canada,Bangladesh,2000,0,0.0
Canada,Bangladesh,2001,0,0.0
Canada,Bangladesh,2002,0,0.0
Canada,Bangladesh,2003,0,0.0
Canada,Bangladesh,2004,0,0.0
Canada,Bangladesh,2005,0,0.0
Canada,Bangladesh,2006,0,0.0
Canada,Bangladesh,2007,0,0.0
Canada,Bangladesh,2008,0,0.0
Canada,Bangladesh,2009,0,0.0
Canada,Bangladesh,2010,0,0.0
Canada,Bangladesh,2011,0,0.0
Canada,Bangladesh,2013,0,0.0
Canada,Bangladesh,2014,0,0.0
Canada,Bangladesh,2015,0,0.0
Canada,Bangladesh,2016,0,0.0
Canada,Bangladesh,2017,0,0.0
Canada,Bangladesh,2018,4,0.001
Canada,Bangladesh,2019,4,0.001
Canada,Bangladesh,2020,4,0.001
Canada,Bangladesh,2021,4,0.001
Canada,Bangladesh,2022,0,0.0
Canada,Bangladesh,2023,0,0.0
Canada,Bangladesh,2024,0,0.0
Canada,Belgium,2000,0,0.0
Canada,Belgium,2001,0,0.0
Canada,Belgium,2002,0,0.0
Canada,Belgium,2003,0,0.0
Canada,Belgium,2004,0,0.0
Canada,Belgium,2005,0,0.0
Canada,Belgium,2006,0,0.0
Canada,Belgium,2007,0,0.0
Canada,Belgium,2008,0,0.0
Canada,Belgium,2009,0,0.0
Canada,Belgium,2010,0,0.0
Canada,Belgium,2011,0,0.0
Canada,Belgium,2013,0,0.0
Canada,Belgium,2014,0,0.0
Canada,Belgium,2015,0,0.0
Canada,Belgium,2016,0,0.0
Canada,Belgium,2017,0,0.0
Canada,Belgium,2018,0,0.0
Canada,Belgium,2019,4,0.001
Canada,Belgium,2020,4,0.001
Canada,Belgium,2021,4,0.001
Canada,Belgium,2022,0,0.0
Canada,Belgium,2023,0,0.0
Canada,Belgium,2024,0,0.0
Canada,Canada,2000,0,0.0
Canada,Canada,2001,0,0.0
Canada,Canada,2002,0,0.0
Canada,Canada,2003,0,0.0
Canada,Canada,2004,0,0.0
Canada,Canada,2005,0,0.0
Canada,Canada,2006,0,0.0
Canada,Canada,2007,0,0.0
Canada,Canada,2008,0,0.0
Canada,Canada,2009,0,0.0
Canada,Canada,2010,0,0.0
Canada,Canada,2011,0,0.0
Canada,Canada,2013,0,0.0
Canada,Canada,2014,0,0.0
Canada,Canada,2015,0,0.0
Canada,Canada,2016,0,0.0
Canada,Canada,2017,0,0.0
Canada,Canada,2019,4,0.001
Canada,Canada,2020,4,0.001
Canada,Canada,2021,4,0.001
Canada,Canada,2022,0,0.0
Canada,Canada,2023,0,0.0
Canada,Canada,2024,0,0.0
Canada,China,2000,0,0.0
Canada,China,2001,0,0.0
Canada,China,2002,0,0.0
Canada,China,2003,0,0.0
Canada,China,2004,0,0.0
Canada,China,2005,0,0.0
Canada,China,2006,0,0.0
Canada,China,2007,0,0.0
Canada,China,2008,0,0.0
Canada,China,2009,0,0.0
Canada,China,2010,0,0.0
Canada,China,2011,0,0.0
Canada,China,2013,0,0.0
Canada,China,2014,0,0.0
Canada,China,2015,0,0.0
Canada,China,2016,0,0.0
Canada,China,2017,0,0.0
Canada,China,2018,0,0.0
Canada,China,2019,4,0.001
Canada,China,2020,4,0.001
Canada,China,2021,4,0.001
Canada,China,2022,0,0.0
Canada,China,2023,0,0.0
Canada,China,2024,0,0.0
Canada,Croatia,2000,0,0.0
Canada,Croatia,2001,0,0.0
Canada,Croatia,2002,0,0.0
Canada,Croatia,2003,0,0.0
Canada,Croatia,2004,0,0.0
Canada,Croatia,2005,0,0.0
Canada,Croatia,2006,0,0.0
Canada,Croatia,2007,0,0.0
Canada,Croatia,2008,0,0.0
Canada,Croatia,2009,0,0.0
Canada,Croatia,2010,0,0.0
Canada,Croatia,2011,0,0.0
Canada,Croatia,2013,0,0.0
Canada,Croatia,2014,0,0.0
Canada,Croatia,2015,0,0.0
Canada,Croatia,2016,0,0.0
Canada,Croatia,2017,0,0.0
Canada,Croatia,2018,0,0.0
Canada,Croatia,2019,4,0.001
Canada,Croatia,2020,4,0.001
Canada,Croatia,2021,4,0.001
Canada,Croatia,2022,0,0.0
Canada,Croatia,2023,0,0.0
Canada,Croatia,2024,0,0.0
Canada,France,2000,0,0.0
Canada,France,2001,0,0.0
Canada,France,2002,0,0.0
Canada,France,2003,0,0.0
Canada,France,2004,0,0.0
Canada,France,2005,0,0.0
Canada,France,2006,0,0.0
Canada,France,2007,0,0.0
Canada,France,2008,0,0.0
Canada,France,2009,0,0.0
Canada,France,2010,0,0.0
Canada,France,2011,0,0.0
Canada,France,2013,0,0.0
Canada,France,2014,0,0.0
Canada,France,2015,0,0.0
Canada,France,2016,0,0.0
Canada,France,2017,0,0.0
Canada,France,2018,0,0.0
Canada,France,2019,4,0.001
Canada,France,2020,4,0.001
Canada,France,2021,4,0.001
Canada,France,2022,0,0.0
Canada,France,2023,0,0.0
Canada,France,2024,0,0.0
Canada,Germany,2000,0,0.0
Canada,Germany,2001,0,0.0
Canada,Germany,2002,0,0.0
Canada,Germany,2003,0,0.0
Canada,Germany,2004,0,0.0
Canada,Germany,2005,0,0.0
Canada,Germany,2006,0,0.0
Canada,Germany,2007,0,0.0
Canada,Germany,2008,0,0.0
Canada,Germany,2009,0,0.0
Canada,Germany,2010,0,0.0
Canada,Germany,2011,0,0.0
Canada,Germany,2013,0,0.0
Canada,Germany,2014,0,0.0
Canada,Germany,2015,0,0.0
Canada,Germany,2016,0,0.0
Canada,Germany,2017,0,0.0
Canada,Germany,2018,0,0.0
Canada,Germany,2019,4,0.001
Canada,Germany,2020,4,0.001
Canada,Germany,2021,4,0.001
Canada,Germany,2022,0,0.0
Canada,Germany,2023,0,0.0
Canada,Germany,2024,0,0.0
Canada,India,2000,0,0.0
Canada,India,2001,0,0.0
Canada,India,2002,0,0.0
Canada,India,2003,0,0.0
Canada,India,2004,0,0.0
Canada,India,2005,0,0.0
Canada,India,2006,0,0.0
Canada,India,2007,0,0.0
Canada,India,2008,0,0.0
Canada,India,2009,0,0.0
Canada,India,2010,0,0.0
Canada,India,2011,0,0.0
Canada,India,2013,0,0.0
Canada,India,2014,0,0.0
Canada,India,2015,0,0.0
Canada,India,2016,0,0.0
Canada,India,2017,0,0.0
Canada,India,2018,0,0.0
Canada,India,2019,4,0.001
Canada,India,2020,4,0.001
Canada,India,2021,4,0.001
Canada,India,2022,0,0.0
Canada,India,2023,0,0.0
Canada,India,2024,0,0.0
Canada,Iran,2000,0,0.0
Canada,Iran,2001,0,0.0
Canada,Iran,2002,0,0.0
Canada,Iran,2003,0,0.0
Canada,Iran,2004,0,0.0
Canada,Iran,2005,0,0.0
Canada,Iran,2006,0,0.0
Canada,Iran,2007,0,0.0
Canada,Iran,2008,0,0.0
Canada,Iran,2009,0,0.0
Canada,Iran,2010,0,0.0
Canada,Iran,2011,0,0.0
Canada,Iran,2013,0,0.0
Canada,Iran,2014,0,0.0
Canada,Iran,2015,0,0.0
Canada,Iran,2016,0,0.0
Canada,Iran,2017,0,0.0
Canada,Iran,2018,0,0.0
Canada,Iran,2019,4,0.001
Canada,Iran,2020,4,0.001
Canada,Iran,2021,4,0.001
Canada,Iran,2022,0,0.0
Canada,Iran,2023,0,0.0
Canada,Iran,2024,0,0.0
Canada,Iraq,2000,0,0.0
Canada,Iraq,2001,0,0.0
Canada,Iraq,2002,0,0.0
Canada,Iraq,2003,0,0.0
Canada,Iraq,2004,0,0.0
Canada,Iraq,2005,0,0.0
Canada,Iraq,2006,0,0.0
Canada,Iraq,2007,0,0.0
Canada,Iraq,2008,0,0.0
Canada,Iraq,2009,0,0.0
Canada,Iraq,2010,0,0.0
Canada,Iraq,2011,0,0.0
Canada,Iraq,2013,0,0.0
Canada,Iraq,2014,0,0.0
Canada,Iraq,2015,0,0.0
Canada,Iraq,2016,0,0.0
Canada,Iraq,2017,0,0.0
Canada,Iraq,2018,0,0.0
Canada,Iraq,2019,4,0.001
Canada,Iraq,2020,4,0.001
Canada,Iraq,2021,4,0.001
Canada,Iraq,2022,0,0.0
Canada,Iraq,2023,0,0.0
Canada,Iraq,2024,0,0.0
Canada,Israel,2000,0,0.0
Canada,Israel,2001,0,0.0
Canada,Israel,2002,0,0.0
Canada,Israel,2003,0,0.0
Canada,Israel,2004,0,0.0
Canada,Israel,2005,0,0.0
Canada,Israel,2006,0,0.0
Canada,Israel,2007,0,0.0
Canada,Israel,2008,0,0.0
Canada,Israel,2009,0,0.0
Canada,Israel,2010,0,0.0
Canada,Israel,2011,0,0.0
Canada,Israel,2013,0,0.0
Canada,Israel,2014,0,0.0
Canada,Israel,2015,0,0.0
Canada,Israel,2016,0,0.0
Canada,Israel,2017,0,0.0
Canada,Israel,2018,0,0.0
Canada,Israel,2019,4,0.001
Canada,Israel,2020,4,0.001
Canada,Israel,2021,4,0.001
Canada,Israel,2022,0,0.0
Canada,Israel,2023,0,0.0
Canada,Israel,2024,0,0.0
Canada,Italy,2000,0,0.0
Canada,Italy,2001,0,0.0
Canada,Italy,2002,0,0.0
Canada,Italy,2003,0,0.0
Canada,Italy,2004,0,0.0
Canada,Italy,2005,0,0.0
Canada,Italy,2006,0,0.0
Canada,Italy,2007,0,0.0
Canada,Italy,2008,0,0.0
Canada,Italy,2009,0,0.0
Canada,Italy,2010,0,0.0
Canada,Italy,2011,0,0.0
Canada,Italy,2013,0,0.0
Canada,Italy,2014,0,0.0
Canada,Italy,2015,0,0.0
Canada,Italy,2016,0,0.0
Canada,Italy,2017,0,0.0
Canada,Italy,2018,0,0.0
Canada,Italy,2019,4,0.001
Canada,Italy,2020,4,0.001
Canada,Italy,2021,4,0.001
Canada,Italy,2022,0,0.0
Canada,Italy,2023,0,0.0
Canada,Italy,2024,0,0.0
Canada,Japan,2000,0,0.0
Canada,Japan,2001,0,0.0
